"booktitle","bookhref","brief"
"孙子兵法","https://so.gushiwen.cn/guwen/book_46653FD803893E4F5B7146187204196D.aspx","《孙子兵法》又称《孙武兵法》、《吴孙子兵法》、《孙子兵书》、《孙武兵书》等，是中国现存最早的兵书，也是世界上最早的军事著作，早于克劳塞维茨《战争论》约2300年，被誉为“兵学圣典”。共有六千字左右，一共十三篇。作者为春秋时祖籍齐国乐安的吴国将军孙武。《孙子兵法》是中国古代军事文化遗产中的璀璨瑰宝，优秀传统文化的重要组成部分，是古代军事思想精华的集中体现。"
"声律启蒙","https://so.gushiwen.cn/guwen/book_46653FD803893E4F1DE96175F0F3BAF6.aspx","《声律启蒙》是训练儿童应对，掌握声韵格律的启蒙读物。按韵分编，包罗天文、地理、花木、鸟兽、人物、器物等的虚实应对。从单字对到双字对，三字对、五字对、七字对到十一字对，声韵协调，琅琅上口，从中得到语音、词汇、修辞的训练。从单字到多字的层层属对，读起来，如唱歌般。较之其它全用三言、四言句式更见韵味。这类读物，在启蒙读物中独具一格，经久不衰。明清以来，如《训蒙骈句》、《笠翁对韵》等书，都是采用这种方式编写，并得以广泛流传。"
"金刚经","https://so.gushiwen.cn/guwen/book_46653FD803893E4F91E01A17C842771E.aspx","《金刚经》是佛教重要经典。根据不同译本，全名略有不同，鸠摩罗什所译全名为《金刚般若（bōrě）波罗蜜经》，唐玄奘译本则为《能断金刚般若波罗蜜经》， 梵文 Vajracchedika-prajñāpāramitā-sūtra。《金刚经》传入中国后，自东晋到唐朝共有六个译本，以鸠摩罗什所译《金刚般若波罗蜜经》最为流行（5176字或5180字）。唐玄奘译本，《能断金刚般若波罗蜜经》共8208字，为鸠摩罗什译本的一个重要补充。其他译本则流传不广。"
"濒湖脉学","https://so.gushiwen.cn/guwen/book_46653FD803893E4F40F6105D9FB6C576.aspx","脉学在中医学中是极受重视的。自晋代王叔和著《脉经》后，五代高阳生著成《脉诀》，以其通俗易懂、便于记诵而广为传播，但因其中谬误也不少。李时珍继承了正统的脉学，博采历代各家之长，对经义大加发挥，如他指出，切脉独取寸口，是以此候五脏之气，而不是切按五脏六腑经脉之体，阐发透辟。他在《脉经》24脉的基础上，又增述了3种脉，使中医脉象增至27种，即浮、沉、迟、数、滑、涩、虚、实、长、短、洪、微、紧、缓、芤、弦、革、牢、濡、弱、散、细、伏、动、促、结、代。他用朗朗上口、易于记诵的七言诗句写成“体状诗”，对每一种脉象做了形象的描述，如说浮脉“浮脉唯从肉上行，如循榆荚似毛轻，三秋得命知无恙，久病逢之却可惊”，短短四句把浮脉的脉位、脉象、临床意义表述得很清晰。他还用“相类诗”、“主病诗”，把同一类的各种脉加以归纳，对其在诊断病证方面的意图加以阐发。这就是《濒湖脉学》的全部内容，虽然篇幅不多，但在中医脉学发展史上却有重要地位，已经成为学习脉学的必读著作。"
"阅微草堂笔记","https://so.gushiwen.cn/guwen/book_46653FD803893E4F81F84F65F84BA826.aspx","《阅微草堂笔记》原名《阅微笔记》，是清朝翰林院庶吉士出身的纪昀于乾隆五十四年（1789年）至嘉庆三年（1798年）间以笔记形式所编写成的文言短篇志怪小说。在时间上，《阅微草堂笔记》主要搜辑各种狐鬼神仙、因果报应、劝善惩恶等当时代前后的流传的乡野怪谭，或亲身所听闻的奇情轶事；在空间地域上，其涵盖的范围则遍及全中国，远至乌鲁木齐、伊宁、滇黔等地。同时《阅微草堂笔记》有意模仿宋代笔记小说质朴简淡的文风，曾在历史上一时享有同《红楼梦》、《聊斋志异》并行海内的盛誉。"
"药性歌括四百味","https://so.gushiwen.cn/guwen/book_46653FD803893E4FADE4A1BD1F9D0F3E.aspx","《药性歌括四百味》是一本阐释性读物，是明代医家龚廷贤所著。每味药物下分原文、注释、语译、按语四个部分。全书以现代语言对每味药物的品种、来源、产地、药性、功能主治、临床应用、用法用量、使用注意事项等内容进行了全面的阐释。内容简明扼要，通俗易懂，实用性强，适合于中医药工作者、医药院校广大师生及中医药爱好者阅读、参考。"
"孔子家语","https://so.gushiwen.cn/guwen/book_46653FD803893E4F986ACE8BA9FD247B.aspx","《孔子家语》又名《孔氏家语》，或简称《家语》，是一部记录孔子及孔门弟子思想言行的著作。今传本《孔子家语》共十卷四十四篇，魏王肃注，书后附有王肃序和《后序》。《后序》实际上分为两部分，前半部分内容以孔安国语气所写，一般称之为《孔安国序》，后半部分内容为安国以后人所写，故称之为《后孔安国序》，其中收有孔安国的孙子孔衍关于《家语》的《奏言》。"
"仪礼","https://so.gushiwen.cn/guwen/book_46653FD803893E4F5BD7D6F638166051.aspx","《仪礼》为儒家十三经之一，内容记载着周代的冠、婚、丧、祭、乡、射、朝、聘等各种礼仪，其中以记载士大夫的礼仪为主。秦代以前篇目不详，汉代初期高堂生传仪礼17篇。"
"续资治通鉴","https://so.gushiwen.cn/guwen/book_46653FD803893E4F1BA5E3015E7641F4.aspx","《续资治通鉴》二百二十卷，清毕沅撰。此书付刻未及半，毕沅生前仅初刻一○三卷，毕家因贪污遭籍没而止，书稿散佚，桐乡冯集梧买得全稿补刻成二百二十卷。《续资治通鉴》跟《资治通鉴》有不少出入，续通鉴大量引用旧史原文，叙事详而不芜；仅有取舍剪裁，而无类似温公的改写熔炼，亦无“毕沅曰”等各家史论。《续资治通鉴》作者虽挂名毕沅，然名家钱大昕、邵晋涵、章学诚、洪亮吉、黄仲则等均参预其事，此书实成于众人之手。梁启超对该书评价极高，认为“有毕《鉴》则各家续《鉴》皆可废也”。"
"心经","https://so.gushiwen.cn/guwen/book_46653FD803893E4F7319FE941E81F22F.aspx","《般若波罗蜜多心经》也称为《摩诃般若波罗蜜多心经》，简称《般若心经》或《心经》，是般若经系列中一部言简义丰、博大精深、提纲挈领、极为重要的经典，为大乘佛教出家及在家佛教徒日常背诵的佛经。现以唐代三藏法师玄奘译本为最流行。"
"聊斋志异","https://so.gushiwen.cn/guwen/book_46653FD803893E4FCE89C4045D80294E.aspx","《聊斋志异》简称《聊斋》，俗名《鬼狐传》，是中国清代著名小说家蒲松龄创作的文言短篇小说集。《聊斋志异》的意思是在书房里记录奇异的故事。全书共有短篇小说491篇（张友鹤《聊斋志异会校会注会评本》）（朱其铠《全本新注聊斋志异》为494篇）。题材广泛，内容丰富，有极高的艺术成就。作品成功地塑造了众多的艺术典型，人物形象鲜明生动，故事情节曲折离奇，结构布局严谨巧妙，文笔简练，描写细腻，堪称文言短篇小说的巅峰之作。"
"中庸","https://so.gushiwen.cn/guwen/book_46653FD803893E4F6A4D78278078A2EB.aspx","《中庸》是一篇论述儒家人性修养的散文，原是《礼记》第三十一篇，相传为子思所作，是儒家学说经典论著。经北宋程颢、程颐极力尊崇，南宋朱熹作《中庸章句》，最终和《大学》、《论语》、《孟子》并称为“四书”。宋、元以后，《中庸》成为学校官定的教科书和科举考试的必读书，对中国古代教育产生了极大的影响。《中庸》提出的“五达道”、“三达德”、“慎独自修”、“至诚尽性”等内容，对为人处事，人性修养有重要影响。"
"大学章句集注","https://so.gushiwen.cn/guwen/book_46653FD803893E4F0FDC681694CC7817.aspx","《大学章句集注》是由宋代哲学家、思想家朱熹所著。是朱熹对《大学章句》的注释，它是朱熹用力最勤的著作。《四书集注》是朱熹的代表著作之一，也是四书上升为儒家经典的地位以后，诸多注解中最有权威和影响最大的一种。"
"子夏易传","https://so.gushiwen.cn/guwen/book_46653FD803893E4F6D258172C3E6951F.aspx","中国古籍，作者卜子夏。《子夏易传》一为二卷，一为十一卷。旧本题卜子夏（前507一？）撰。"
"尔雅","https://so.gushiwen.cn/guwen/book_46653FD803893E4F1ED72C2149EB00A0.aspx","《尔雅》是辞书之祖。收集了比较丰富的古代汉语词汇。它不仅是辞书之祖，还是中国古代的典籍——经，《十三经》的一种，是中国传统文化的核心组成部分。《尔雅》是第一部词典，“尔”是“近”的意思（后来写作“迩”），“雅”是“正”的意思，在这里专指“雅言”，即在语音、词汇和语法等方面都合乎规范的标准语。《尔雅》的意思是接近、符合雅言，即以雅正之言解释古语词、方言词，使之近于规范。"
"千金方","https://so.gushiwen.cn/guwen/book_46653FD803893E4F1509A015EFC0A5F4.aspx","《千金要方》又称《备急千金要方》、《千金方》，是中国古代中医学经典著作之一，被誉为中国最早的临床百科全书，共30卷，是综合性临床医著。唐朝孙思邈所著，约成书于永徽三年（652年）。该书集唐代以前诊治经验之大成，对后世医家影响极大。"
"三略","https://so.gushiwen.cn/guwen/book_46653FD803893E4FBFCD76053EB8F6FB.aspx","《三略》原称《黄石公三略》，是著名的古代汉族军事著作，属于道家兵书，与《六韬》齐名。 此书侧重于从政治策略上阐明治国用兵的道理，不同于其他兵书。它是一部糅合了诸子各家的某些思想，专论战略的兵书。南宋晁公武称其：“论用兵机之妙、严明之决，军可以死易生，国可以存易亡。”北宋神宗元丰年间被当时武学必读书《武经七书》编入。目前，该书已经成为世界各国将领必读的书籍之一。"
"洗冤集录","https://so.gushiwen.cn/guwen/book_46653FD803893E4F38C1A5125C48C510.aspx","《洗冤集录》，法医著作，又名《洗冤录》、《宋提刑洗冤集录》，4卷。南宋宋慈(惠父)著，成于淳祐七年(1247年)。全书由检验总说、验伤、验尸、辨伤、检骨等53项内容所组成；并对犯罪、犯罪侦察、保辜等有关断案、法吏检验格式程序等，亦详加论述。本书内容丰富，见解精湛，虽间有论析欠当之处，但绝大部分内容源于实践经验，是中国较早、较完整的法医学专书。后世诸法医著作多以本书为蓝本，或加注释，或予以增补，并对世界法医学的发展有过巨大贡献，曾先后译成荷兰、英、法、德等国文字。"
"滴天髓阐微","https://so.gushiwen.cn/guwen/book_46653FD803893E4F6C699D45F3B2D213.aspx","相传为宋人京图撰，至清代道光年间由任铁樵注释，增注由袁树珊撰辑。"
"华严经","https://so.gushiwen.cn/guwen/book_46653FD803893E4F03F9B36D53D5A6B3.aspx","华严经，全称《大方广佛华严经》 (梵文 महावैपुल्यबुद्धावतंसकसूत्र Mahāvaipulya Buddhāvataṃsaka Sūtra)，大乘佛教主要经典，华严宗的立宗之经。学术界一般认为，《华严经》的编集，经历了很长的时间，大约在公元2～4世纪中叶之间，最早流传于南印度，以后传播到西北印度和中印度。"
"新五代史","https://so.gushiwen.cn/guwen/book_46653FD803893E4F798041F369016D2A.aspx","《新五代史》，宋欧阳修撰，原名《五代史记》，后世为区别于薛居正等官修的五代史，称为新五代史。全书共七十四卷，本纪十二卷、列传四十五卷、考三卷、世家及年谱十一卷、四夷附录三卷。记载了自后梁开平元年（907年）至后周显德七年（960年）共五十三年的历史。《新五代史》撰写时，增加了《旧五代史》所未能见到的史料，如《五代会要》、《五代史补》等，因此内容更加翔实。但《新五代史》对旧“志”部分大加繁削，则不足为训，故史料价值比《旧五代史》要略逊一筹。"
"沧浪诗话","https://so.gushiwen.cn/guwen/book_46653FD803893E4FEF525B0AC4BF62B5.aspx","《沧浪诗话》是严羽所著的一本中国古代诗歌理论和诗歌美学著作，约写成于南宋理宗绍定、淳祐年间。它的系统性、理论性较强，是宋代最负盛名、对后世影响最大的一部诗话。全书分为《诗辨》《诗体》《诗法》《诗评》《考证》等五册。"
"周书","https://so.gushiwen.cn/guwen/book_46653FD803893E4F520EBF2044461B6A.aspx","《周书》，中国历代正史《二十四史》之一，唐朝令狐德棻主编，参加编写的还有岑文本和崔仁师等人。成书于贞观十年（636年）。共50卷，本纪8卷、列传42卷。本书记载了北周宇文氏建立的周朝（557—581）的纪传体史书。另外，清代有同名人物周书。"
"尚书","https://so.gushiwen.cn/guwen/book_46653FD803893E4F93E5C6C3F12F0689.aspx","《尚书》又称《书》、《书经》，是一部多体裁文献汇编，长期被认为是中国现存最早的史书，但是清华简证明传世的《尚书》部分（伪《古文尚书》部分）为伪书。该书分为《虞书》、《夏书》、《商书》、《周书》。战国时期总称《书》，汉代改称《尚书》，即“上古之书”。因是儒家五经之一，又称《书经》。内容主要是君王任命官员或赏赐诸侯时发布的政令。"
"伤寒论","https://so.gushiwen.cn/guwen/book_46653FD803893E4F0AF5E57D635B2CC8.aspx","《伤寒论》是一部阐述外感热病治疗规律的专著。全书10卷，东汉张仲景撰于公元3世纪初。张仲景原著《伤寒杂病论》，在流传的过程中，经后人整理编纂将其中外感热病内容结集为《伤寒论》，另一部分主要论述内科杂病，名为《金匮要略方论》。"
"梁书","https://so.gushiwen.cn/guwen/book_46653FD803893E4F08944D696E62A39E.aspx","《梁书》包含本纪六卷、列传五十卷，无表、无志。它主要记述了南朝萧齐末年的政治和萧梁皇朝（502—557年）五十余年的史事。其中有二十六卷的后论署为“陈吏部尚书姚察曰”，说明这些卷是出于姚察之手，这几乎占了《梁书》的半数。姚思廉撰《梁书》，除了继承他父亲的遗稿以外，还参考、吸取了梁、陈、隋历朝史家编撰梁史的成果。该书特点之一为引用文以外的部份不以当时流行的骈体文，而以散文书写。"
"北齐书","https://so.gushiwen.cn/guwen/book_46653FD803893E4F2FFC3F074CAA78AE.aspx","唐朝史家李百药撰，属纪传体断代史，共50卷，纪8卷，列传42卷，记载上起北魏分裂前十年左右，接续北魏分裂、东魏立国、北齐取代东魏，下迄北齐亡国，前后约五十馀年史实，而以记北齐历史为主。"
"南齐书","https://so.gushiwen.cn/guwen/book_46653FD803893E4F71577486DD0B9E3F.aspx","《南齐书》，南朝梁萧子显撰，记述南朝萧齐王朝自齐高帝建元元年（479年）至齐和帝中兴二年（502年），共二十三年史事，是现存关于南齐最早的纪传体断代史。"
"列女传","https://so.gushiwen.cn/guwen/book_46653FD803893E4F4329C19906FE903E.aspx","是一部介绍中国古代妇女事迹的传记性史书，也有观点认为该书是一部妇女史，全书共七卷。作者是西汉的经学家、目录学家、文学家刘向，不过也有人认为该书不是刘向所做，因此，目前流行的有的版本作者一处会标注佚名。也有人为认为，现在流传的版本是后人在刘向所做版本之上又增加若干篇得来的。"
"日知录","https://so.gushiwen.cn/guwen/book_46653FD803893E4FCBA24CEB7D249FEC.aspx","《日知录》是明末清初著名学者、大思想家顾炎武的代表作品，对后世影响巨大。该书是一经年累月、积金琢玉撰成的大型学术札记，是顾炎武“稽古有得，随时札记，久而类次成书”的著作。以明道、救世为宗旨，囊括了作者全部学术、政治思想，遍布经世、警世内涵。"
"盐铁论","https://so.gushiwen.cn/guwen/book_46653FD803893E4F4AE89EA6ADA305AC.aspx","《盐铁论》是西汉的桓宽根据著名的“盐铁会议”记录整理撰写的重要史书，书中记述了当时对汉武帝时期的政治、经济、军事、外交、文化的一场大辩论。"
"百战奇略","https://so.gushiwen.cn/guwen/book_46653FD803893E4F65259DFBB2421027.aspx","《百战奇略》（原名《百战奇法》）作为一部以论述作战原则和作战方法为主旨的古代军事理论专著而问世，这无论是在宋以前或是宋以后，都是不多见的。因此，从其产生以来，就为兵家所重视和推崇，给予很高评价，并一再刊行，广为流传。"
"难经","https://so.gushiwen.cn/guwen/book_46653FD803893E4FAA70382D08D37221.aspx","《难经》是战国时期成书，作者是扁鹊 ，原名《黄帝八十一难经》，古代中医学著作之一，传说为战国时期秦越人（扁鹊）所作。本书以问答解释疑难的形式编撰而成，共讨论了81个问题，故又称《八十一难》，全书所述以基础理论为主，还分析了一些病证。其中一至二十二难为脉学，二十三至二十九难为经络，三十至四十七难为脏腑，四十八至六十一难为疾病，六十二至六十八为腧穴，六十九至八十一难为针法。中医四大经典著作之一。"
"神农本草经","https://so.gushiwen.cn/guwen/book_46653FD803893E4F93F4F99BE2D66591.aspx","《神农本草经》又称《本草经》或《本经》，中医四大经典著作之一，作为现存最早的中药学著作约起源于神农氏，代代口耳相传，于东汉时期集结整理成书，成书非一时，作者亦非一人，秦汉时期众多医学家搜集、总结、整理当时药物学经验成果的专著，是对中国中医药的第一次系统总结。其中规定的大部分中药学理论和配伍规则以及提出的“七情和合”原则在几千年的用药实践中发挥了巨大作用，是中医药药物学理论发展的源头。神农本草经全书分三卷，载药365种，以三品分类法，分上、中、下三品，文字简练古朴，成为中药理论精髓。"
"管子","https://so.gushiwen.cn/guwen/book_46653FD803893E4FFFD969D27F952D9D.aspx","《管子》是先秦时期各学派的言论汇编，内容很博大，大约成书于战国(前475～前221)时代至秦汉时期，内容很庞杂，包括法家、儒家、道家、阴阳家、名家、兵家和农家的观点，《汉书·艺文志》将其列为道家著作，当时有86篇﹐今本实存76篇﹐其馀10篇仅存目录。《管子》一书的思想，是中国先秦时期政治家治国、平天下的大经大法。"
"孝经","https://so.gushiwen.cn/guwen/book_46653FD803893E4F640E24BD63B0F779.aspx","《孝经》中国古代儒家的伦理学著作。传说是孔子自作，但南宋时已有人怀疑是出于后人附会。清代纪昀在《四库全书总目》中指出，该书是孔子“七十子之徒之遗言”，成书于秦汉之际。自西汉至魏晋南北朝，注解者及百家。现在流行的版本是唐玄宗李隆基注，宋代邢昺疏。全书共分18章。"
"幽梦影","https://so.gushiwen.cn/guwen/book_46653FD803893E4F0E9E97E8087321EF.aspx","《幽梦影》主要着眼于以优雅的心胸、眼光去发现美的事物，可以说是求美的著作。书中没有强烈的、尖锐的批评，只有不失风度的冷嘲热讽。而这些不平、讽刺，其表现形式也都是温和的。《幽梦影》这样的书绝不是匕首投枪，而更像中药里的清凉散。"
"太平广记","https://so.gushiwen.cn/guwen/book_46653FD803893E4F0D6BAC27C4B75E01.aspx","《太平广记》是古代文言小说的第一部总集。宋代人编的一部大书。全书500卷，目录10卷，取材于汉代至宋初的野史传说及道经﹑释藏等为主的杂著，属于类书。宋代李昉﹑扈蒙﹑李穆、徐铉、赵邻几、王克贞、宋白、吕文仲等12人奉宋太宗之命编纂。开始于太平兴国二年（977年），次年（978年）完成。因成书于宋太平兴国年间，和《太平御览》同时编纂，所以叫做《太平广记》。"
"国语","https://so.gushiwen.cn/guwen/book_46653FD803893E4F8019EA9A29165384.aspx","《国语》相传是春秋时期左丘明所撰的一部国别体著作。宋代以来，包括康有为在内的多位学者怀疑《国语》为西汉刘歆的伪作。该著作记录范围为上起周穆王十二年（公元前990年）西征犬戎（约公元前947年），下至智伯被灭（公元前453年）。《国语》中包括各国贵族间朝聘、宴飨、讽谏、辩说、应对之辞以及部分历史事件与传说。《国语》是我国第一部国别体史书。"
"山海经","https://so.gushiwen.cn/guwen/book_46653FD803893E4F6FCB61241D8108D0.aspx","《山海经》是中国志怪古籍，大体是战国中后期到汉代初中期的楚国或巴蜀人所作。也是一部荒诞不经的奇书。该书作者不详，古人认为该书是“战国好奇之士取《穆王传》 , 杂录《庄》 、 《列》 、 《离骚》 、 《周书》 、 《晋乘》以成者” 。现代学者也均认为成书并非一时，作者亦非一人。《山海经》全书现存18篇，其余篇章内容早佚。原共22篇约32650字。共藏山经5篇、海外经4篇、海内经5篇、大荒经4篇。《汉书·艺文志》作13篇，未把晚出的大荒经和海内经计算在内。山海经内容主要是民间传说中的地理知识，包括山川、道里、民族、物产、药物、祭祀、巫医等。保存了包括夸父逐日、女娲补天、精卫填海、大禹治水等不少脍炙人口的远古神话传说和寓言故事。"
"资治通鉴","https://so.gushiwen.cn/guwen/book_46653FD803893E4F541B441F62EF7589.aspx","《资治通鉴》（常简作《通鉴》），是由北宋史学家司马光主编的一部多卷本编年体史书，共294卷，历时十九年完成。主要以时间为纲，事件为目，从周威烈王二十三年（公元前403年）写起，到五代后周世宗显德六年（公元959年）征淮南停笔，涵盖十六朝1362年的历史。在这部书里，编者总结出许多经验教训，供统治者借鉴，宋神宗认为此书“鉴于往事，有资于治道”，即以历史的得失作为鉴诫来加强统治，所以定名为《资治通鉴》。"
"神仙传","https://so.gushiwen.cn/guwen/book_46653FD803893E4F0BB23D5910DFD031.aspx","《神仙传》是东晋道教学者葛洪所著的一部古代中国志怪小说集，共十卷。书中收录了中国古代传说中的92位仙人的事迹，其中很多人物并不是道士但都均被葛洪“请入”传中。神仙传以想象丰富，记叙生动著称。"
"封神演义","https://so.gushiwen.cn/guwen/book_46653FD803893E4FEA68B1FADA574E3D.aspx","《封神演义》是明代许仲琳（有争议）创作的长篇小说，约成书于隆庆、万历年间。主要以姜子牙辅佐周室（周文王、周武王）讨伐商纣的历史为背景，描写了阐教、截教诸仙斗智斗勇、破阵斩将封神的故事。包含了大量民间传说和神话。有姜子牙、哪吒、杨戬等生动、鲜明的人物形象，最后以姜子牙封诸神和周武王封诸侯结尾。"
"云笈七签","https://so.gushiwen.cn/guwen/book_46653FD803893E4F98485ACAACD21C09.aspx","《云笈七签》是择要辑录《大宋天宫宝藏》内容的一部大型道教类书。北宋天禧三年（公元1019年），当时任著作佐郎的张君房编成《大宋天宫宝藏》后，又择其他认为的精要万余条，于天圣三年至七年（1025～1029）间辑成本书进献仁宗皇帝。"
"针灸大成","https://so.gushiwen.cn/guwen/book_46653FD803893E4F281605F8BBA7F1DC.aspx","针灸专著，又名《针灸大全》，10卷。明杨继洲(济时)撰，刊于万历二十九年(1601年)。杨氏根据家传《卫生针灸玄机秘要》（简称《玄机秘要》），参考明以前20余种针灸学著作，并结合作者针灸临床经验编成此书。本书较全面论述针灸理论、操作手法等，并考定腧穴名称和部位，记述历代名家针灸医案，为对明以前针灸学术的又一总结，是学习研究针灸的重要参考著作。"
"名贤集","https://so.gushiwen.cn/guwen/book_46653FD803893E4FAFC1D829857DA659.aspx","《名贤集》是我国古代对儿童进行伦理道德教育的蒙学教材之一，具体作者不详，从内容上分析，是南宋以后儒家学者撰辑。它汇集了孔、孟以来历代名人贤士的嘉言善行，以及民间流传的为人处事、待人接物、治学修德等方面的格言谚语，有些还渗透了佛、道两教的因果报应等思想，其中不乏洞察世事、启人心智之句。"
"镜花缘","https://so.gushiwen.cn/guwen/book_46653FD803893E4F523E1326EF283DCD.aspx","《镜花缘》是清代文人李汝珍创作的长篇小说。小说前半部分描写了唐敖、多九公等人乘船在海外游历的故事，包括他们在女儿国、君子国、无肠国等国的经历史。后半部写了武则天科举选才女，由百花仙子托生的唐小山及其他各花仙子托生的一百位才女考中，并在朝中有所作为的故事。其神幻诙谐的创作手法数经据典，奇妙地勾画出一幅绚丽斑斓的天轮彩图。"
"小窗幽记","https://so.gushiwen.cn/guwen/book_46653FD803893E4F0D15E194A8A63ECB.aspx","《小窗幽记》是明代陈继儒（一说陆绍珩）创作的小品文集，刊行于天启四年（1624年）。全书始于醒，终于倩，虽混迹尘中，却高视物外；在对浇漓世风的批判中，透露出哲人式的冷隽，其格言玲珑剔透，短小精美，促人警省，益人心智。它自问世以来，不胫而走，一再为读者所关注，其蕴藏的文化魅力，正越来越为广大读者所认识。"
"围炉夜话","https://so.gushiwen.cn/guwen/book_46653FD803893E4F0BF2907FDC384E24.aspx","《围炉夜话》儒家通俗读物，是明清时期著名的文学品评著作，对于当时以及以前的文坛掌故，人、事、文章等分段作评价议论。这本书是作者王永彬“于清·咸丰甲寅二月，于桥西馆”的 “一经堂”完成的。作者虚拟了一个冬日拥着火炉，至交好友畅谈文艺的情境，使本书语言亲切、自然、易读，并由于其独到见解在文学史上占有重要地位。《围炉夜话》分为221则，以“安身立业”为总话题，分别从道德、修身、读书、安贫乐道、教子、忠孝、勤俭等十个方面，揭示了“立德、立功、立言”皆以 “立业”为本的深刻含义，与《菜根谭》、《小窗幽记》并称处世三大奇书。"
"左传","https://so.gushiwen.cn/guwen/book_46653FD803893E4F699E8628DEAEE3C0.aspx","《左传》，相传为左丘明著，原名为《左氏春秋》，汉代改称《春秋左氏传》，简称《左传》，是中国古代一部叙事完备的编年体史书，更是先秦散文著作的代表，它标志着我国叙事散文的成熟。汉朝时又名《春秋左氏》、《左氏》。汉朝以后才多称《左传》。它与《公羊传》、《谷梁传》合称“春秋三传”。旧时相传是春秋末年左丘明为解释孔子的《春秋》而作。《左传》实质上是一部独立撰写的史书。它起自鲁隐公元年（前722年），迄于鲁哀公二十七年（前468年），以《春秋》为本，通过记述春秋时期的具体史实来说明《春秋》的纲目，是儒家重要经典之一。"
"本草纲目","https://so.gushiwen.cn/guwen/book_46653FD803893E4FA8121459333EEB43.aspx","《本草纲目》，药学著作，五十二卷，明·李时珍撰，刊于1590年。全书共190多万字，载有药物1892种，收集医方11096个，绘制精美插图1160幅，分为16部、60类。是作者在继承和总结以前本草学成就的基础上，结合作者长期学习、采访所积累的大量药学知识，经过实践和钻研，历时数十年而编成的一部巨著。书中不仅考正了过去本草学中的若干错误，综合了大量科学资料，提出了较科学的药物分类方法，融入先进的生物进化思想，并反映了丰富的临床实践。本书也是一部具有世界性影响的博物学著作。"
"曾国藩家书","https://so.gushiwen.cn/guwen/book_46653FD803893E4F8802B3F51B195F7D.aspx","《曾国藩家书》是曾国藩的书信集，成书于清19世纪中叶。该书信集记录了曾国藩在清道光30年至同治10年前后达30年的翰苑和从武生涯，近1500封。曾氏家书行文从容镇定，形式自由，随想而到，挥笔自如，在平淡家常中蕴育真知良言，具有极强的说服力和感召力。曾国藩作为清代著名的理学家、文学家，对书信格式极为讲究，显示了他恭肃、严谨的作风。"
"将苑","https://so.gushiwen.cn/guwen/book_46653FD803893E4F190E48AB266F2017.aspx","《将苑》是中国古代一部专门讨论为将之道的军事著作，又称《诸葛亮将苑》、《武侯将苑》、《心书》、《武侯心书》、《新书》、《武侯新书》等。此书宋代称《将苑》，明代始改称《心书》，如《经籍志》；或《新书》，如陶宗仪《说郛》；也有称《将苑》的，如《百川书志》。《汉魏丛书》虽于书名题作《心书》，而篇章标题中间有《新书》字样。现存版本中，这几种称谓都有，核其内容，虽有所差别，但基本上是一致的，是同书异名。"
"浮生六记","https://so.gushiwen.cn/guwen/book_46653FD803893E4F87CB5F46869E5C5B.aspx","《浮生六记》是清朝长洲人沈复（字三白，号梅逸）著于嘉庆十三年（1808年）的自传体散文。清朝王韬的妻兄杨引传在苏州的冷摊上发现《浮生六记》的残稿，只有四卷，交给当时在上海主持申报闻尊阁的王韬，以活字板刊行于1877年。“浮生”二字典出李白诗《春夜宴从弟桃李园序》中“夫天地者，万物之逆旅也；光阴者，百代之过客也。而浮生若梦，为欢几何？”。"
"警世通言","https://so.gushiwen.cn/guwen/book_46653FD803893E4FE5210C47661EFA9B.aspx","《警世通言》是明末冯梦龙纂辑的白话短篇小说集。完成于天启四年（1624），收录宋、元、明时期话本、拟话本40篇。一般认为，这些作品都经过编撰者不同程度的加工、整理。题材或来自现实生活，或取自前人笔记小说。总体而言，《警世通言》的题材主要涉及以下几个方面：其一，婚姻爱情与女性命运。其二，功名利禄与人世沧桑。其三，奇事冤案与怪异世界。从各个角度呈现了当时生活中的社会百态。"
"喻世明言","https://so.gushiwen.cn/guwen/book_46653FD803893E4FFAF6BD97AE8BD12A.aspx","《喻世明言》是明末冯梦龙纂辑的白话短篇小说集。《喻世明言》最初版本名为《古今小说》，全称《全像古今小说》。后重印改名为《喻世明言》，以与“三言”其他作品书名相配。全书40卷，每卷1篇，共计40篇。它和《通言》、《恒言》一样，为宋元明话本小说。《喻世明言》中故事产生的时代，包括宋、元、明三代，其中多数为宋元旧作话本，另外有些是明人对宋元旧作的改编加工，还收录和改编了一些历史传奇故事。此外，《喻世明言》各篇小说多取材于现实生活，主题涵盖爱情、婚姻、朋友情义等，展现了当其时的社会百态。"
"博物志","https://so.gushiwen.cn/guwen/book_46653FD803893E4F2E04DEE24C8F49C4.aspx","《博物志》，中国古代汉族神话志怪小说集。西晋张华（232～300）编撰，分类记载异境奇物 ﹑古代琐闻杂事及神仙方术等。内容多取材於古籍﹐包罗很杂﹐有山川地理的知识﹐有历史人物的传说﹐有奇异的草木鱼虫﹑飞禽走兽的描述﹐也有怪诞不经的神仙方技的故事 ﹐其中还保存了不少古代神话材料。如所记八月有人浮槎至天河见织女的传闻﹐是有关牛郎织女神话故事的原始资料。"
